X;Y;Z
-0.170263788968825;1.61870503597122;9.58992805755396
-0.165467625899281;1.63309352517986;9.60191846522782
-0.179856115107914;1.64508393285372;9.65707434052758
-0.20863309352518;1.65947242206235;9.70503597122302
-0.247002398081535;1.71702637889688;9.72661870503597
-0.26378896882494;1.71462829736211;9.74340527577938
-0.330935251798561;1.69064748201439;9.74340527577938
-0.3621103117506;1.62829736211031;9.76978417266187
-0.410071942446043;1.58752997601918;9.78896882494005
-0.419664268585132;1.5083932853717;9.7673860911271
-0.443645083932854;1.41966426858513;9.76019184652278
-0.496402877697842;1.41726618705036;9.79376498800959
-0.522781774580336;1.45323741007194;9.79376498800959
-0.496402877697842;1.51798561151079;9.70263788968825
-0.407673860911271;1.54676258992806;9.61390887290168
-0.287769784172662;1.56594724220624;9.57553956834532
-0.155875299760192;1.57314148681055;9.54436450839328
-0.0503597122302158;1.55635491606715;9.52997601918465
0.0335731414868106;1.52517985611511;9.49400479616307
0.112709832134293;1.51318944844125;9.50599520383693
0.167865707434053;1.48681055155875;9.51079136690647
0.151079136690647;1.40767386091127;9.52757793764988
0.0503597122302158;1.29256594724221;9.54676258992806
-0.00959232613908873;1.29256594724221;9.53237410071942
0.0215827338129496;1.23501199040767;9.40767386091127
0.0599520383693046;1.30215827338129;9.30695443645084
0.141486810551559;1.40287769784173;9.16306954436451
0.139088729016787;1.32853717026379;9.05755395683453
0.117505995203837;1.21822541966427;9.05035971223022
0.139088729016787;1.06954436450839;9.06714628297362
0.172661870503597;0.894484412470024;9.15587529976019
0.261390887290168;0.75779376498801;9.23980815347722
0.410071942446043;0.755395683453237;9.378896882494
0.539568345323741;0.817745803357314;9.55395683453237
0.65947242206235;0.899280575539568;9.67386091127098
0.697841726618705;1.00239808153477;9.72901678657074
0.774580335731415;1.15827338129496;9.72901678657074
0.880095923261391;1.40287769784173;9.66187050359712
1.00479616306954;1.65707434052758;9.54676258992806
1.09832134292566;1.77697841726619;9.41726618705036
1.07434052757794;1.77937649880096;9.39568345323741
1.02637889688249;1.65947242206235;9.38369304556355
0.916067146282974;1.52038369304556;9.42446043165468
0.822541966426859;1.39088729016787;9.52517985611511
0.693045563549161;1.32853717026379;9.62350119904077
0.537170263788969;1.36930455635492;9.71942446043166
0.402877697841727;1.43405275779377;9.77697841726619
0.280575539568345;1.5347721822542;9.75299760191847
0.079136690647482;1.63309352517986;9.82973621103118
-0.0359712230215827;1.67865707434053;9.82494004796163
-0.203836930455636;1.6378896882494;9.84892086330935
-0.393285371702638;1.52517985611511;9.95203836930456
-0.50599520383693;1.43884892086331;10.0239808153477
-1.07913669064748;2.32613908872902;10.6618705035971
-2.85851318944844;5.46282973621103;14.2182254196643
0.0335731414868106;3.22062350119904;11.8537170263789
-0.400479616306954;1.25179856115108;10.2302158273381
-1.58033573141487;0.666666666666667;11.1486810551559
-1.05755395683453;0.882494004796163;10.378896882494
