sep=,
PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,
0, 592649613, -23.96151351928711, -80.0334243774414, -107.5158920288086, 0, 0, 0, 0, 0, 0, 
1, 592657946, -58.860137939453125, -30.600723266601562, -173.73834228515625, -8.013548851013184, -2.258448839187622, 6.07582426071167, -16.204730987548828, 21.2241153717041, 15.629090309143066, 
2, 592666279, 121.04753875732422, 30.410383224487305, 148.94032287597656, -8.059391975402832, -2.3661983013153076, 6.064146995544434, -15.91413402557373, 20.152103424072266, 15.385571479797363, 
3, 592674612, 120.97594451904297, 30.222930908203125, 149.0309295654297, -8.054145812988281, -2.3783347606658936, 5.991991996765137, -15.085053443908691, 18.978918075561523, 15.065778732299805, 
