sep=,
PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,
0, 603202408, -47.02860641479492, -64.3138198852539, 47.94974136352539, 0, 0, 0, 0, 0, 0, 
1, 603210741, -96.97398376464844, -20.4881649017334, 42.81618118286133, 8.668630599975586, 1.7300723791122437, 4.555817127227783, 0.532737672328949, -0.04262208938598633, 1.577030062675476, 
2, 603219074, 83.01512908935547, 20.479488372802734, 20.739818572998047, 8.678207397460938, 1.746724009513855, 4.502521514892578, 0.48519763350486755, 0.017993997782468796, 1.4392765760421753, 
3, 603227407, 83.00942993164062, 20.46962547302246, 20.740413665771484, 8.66391658782959, 1.7434124946594238, 4.529888153076172, 0.6458501815795898, -0.05578780174255371, 1.5212422609329224, 
