sep=,
PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,
0, 587490248, -119.91509246826172, 60.74302291870117, -16.20209312438965, 0, 0, 0, 0, 0, 0, 
1, 587498581, -176.41896057128906, -7.472957134246826, 0.8305182456970215, -8.25954532623291, 0.6912753582000732, 5.68786096572876, 4.355586051940918, 3.6425108909606934, 2.2868776321411133, 
2, 587506914, 3.6070187091827393, 7.497756481170654, -39.95267868041992, -8.227269172668457, 0.6843916773796082, 5.630352973937988, 4.260428428649902, 3.452401876449585, 2.334468364715576, 
3, 587515247, 2.899298906326294, 6.8954362869262695, -40.352073669433594, -8.207992553710938, 0.681754469871521, 5.686244487762451, 4.119345188140869, 3.3049662113189697, 2.390205144882202, 
