Latitude,Longitude,Altitude
47.2881529,11.4048035,795.645
47.2881575,11.4048159,795.699
47.2881623,11.4048265,796.059
47.2881643,11.4048359,796.061
47.2881645,11.4048424,795.94
47.2881653,11.4048498,796.179
47.2881668,11.4048539,796.534
47.2881688,11.4048606,796.588
47.2881736,11.4048684,796.538
47.2881801,11.4048765,796.748
47.2881882,11.4048907,796.809
47.2881973,11.4049074,796.879
47.2882015,11.4049099,797.343
47.2882058,11.4049178,797.606
47.288208,11.4049224,798.112
47.2882118,11.4049257,798.096
47.288218,11.4049308,798.216
47.2882238,11.4049368,798.634
47.2882252,11.4049427,799.188
47.2882293,11.404951,799.333
47.2882341,11.4049577,799.376
47.2882395,11.4049652,799.378
47.288244,11.4049726,799.298
47.2882485,11.4049783,799.253
47.2882528,11.4049796,799.217
47.2882576,11.4049807,799.248
47.2882596,11.4049784,799.914
47.2882635,11.4049782,800.045
47.2882662,11.4049735,800.341
47.2882717,11.4049742,800.309
47.288277,11.4049745,800.564
47.288281,11.4049739,800.82
47.2882864,11.4049691,801.042
47.2882909,11.4049701,801.105
47.288295,11.4049737,800.969
47.2882973,11.4049799,800.744
47.2883,11.4049841,800.638
47.2883022,11.4049839,800.569
47.2883009,11.4049881,800.807
47.2883054,11.4049933,800.687
47.2883146,11.4050055,800.642
47.2883203,11.4050124,800.666
47.2883236,11.4050194,800.719
47.2883238,11.4050272,800.504
47.288321,11.4050309,800.432
47.2883206,11.4050392,799.943
47.2883224,11.4050471,799.629
47.2883214,11.4050503,798.369
47.288318,11.405054,797.991
47.2883183,11.4050581,797.512
47.2883168,11.405066,797.181
47.2883147,11.4050752,796.828
47.2883157,11.4050846,796.282
47.288318,11.4050936,795.82
47.2883232,11.4051032,795.469
47.2883311,11.405116,794.661
47.2883358,11.4051277,793.884
47.2883399,11.4051389,793.421
47.2883399,11.4051493,793.008
47.2883408,11.405159,792.843
47.2883409,11.4051679,792.707
47.2883396,11.4051756,792.609
47.2883372,11.4051837,792.411
47.288335,11.4051909,792.142
47.2883397,11.4051955,791.267
47.2883392,11.4052024,791.676
47.2883381,11.4052106,792.068
47.2883362,11.4052195,792.206
47.2883324,11.4052263,792.219
47.2883317,11.4052353,792.427
47.2883334,11.4052447,792.506
47.2883352,11.4052496,792.392
47.2883369,11.4052541,792.571
47.2883406,11.4052623,792.857
47.2883445,11.4052683,792.792
47.2883463,11.405273,792.56
47.2883463,11.4052784,792.428
47.2883464,11.4052786,792.432
47.2883473,11.4052778,792.502
47.2883481,11.4052745,792.539
47.2883485,11.4052746,792.498
47.2883488,11.4052776,792.636
47.2883468,11.4052791,792.632
47.2883446,11.405286,792.707
47.2883422,11.4052898,792.782
47.2883404,11.4052983,792.589
47.2883379,11.4053032,792.489
47.2883315,11.4052998,792.609
47.2883267,11.4052985,792.913
47.2883238,11.4053012,792.838
47.2883196,11.4053013,792.565
47.2883081,11.4052996,792.255
47.2882986,11.4052946,791.793
47.2882948,11.4053015,791.8
47.2882908,11.4053125,791.714
47.2882895,11.4053227,791.396
47.2882829,11.4053262,791.554
47.2882787,11.4053255,791.083
47.2882742,11.4053282,790.803
47.2882688,11.4053293,790.576
47.2882629,11.405331,790.602
47.2882573,11.4053267,790.241
47.2882527,11.4053283,789.954
47.2882487,11.4053243,789.393
47.288244,11.405324,789.171
47.2882399,11.4053241,788.963
47.2882361,11.4053248,788.783
47.288232,11.4053219,788.57
47.2882257,11.4053197,788.581
47.2882214,11.405319,788.482
47.2882169,11.4053075,788.306
47.2882142,11.4053058,788.123
47.2882101,11.4053037,787.956
47.2882078,11.405304,787.797
47.2882056,11.405304,787.755
47.2882008,11.4053004,788.046
47.2881941,11.4052923,788.315
47.2881904,11.4052863,788.232
47.2881879,11.4052817,787.651
47.2881837,11.405271,787.353
47.2881809,11.4052629,787.039
47.2881716,11.4052552,787.602
47.2881646,11.4052484,787.929
47.288159,11.4052443,788.398
47.288153,11.4052377,789.079
47.2881484,11.4052346,789.39
47.288144,11.4052292,789.31
47.288139,11.405227,789.035
47.2881358,11.4052278,788.714
47.288128,11.4052315,788.999
47.2881294,11.4052436,789.197
47.288133,11.4052574,789.341
47.288135,11.4052692,789.562
47.288136,11.4052757,789.623
47.2881318,11.40528,789.893
47.2881306,11.4052918,789.96
47.2881257,11.4052975,790.162
47.2881226,11.405302,789.895
47.28812,11.4053075,789.803
47.2881197,11.405314,789.756
47.2881198,11.4053199,789.734
47.2881197,11.4053256,789.681
47.2881218,11.4053345,789.639
47.2881265,11.4053458,789.455
47.2881312,11.4053573,789.328
47.2881355,11.4053643,789.065
47.2881384,11.4053694,789.043
47.2881427,11.4053779,788.554
47.2881456,11.4053842,788.306
47.2881503,11.4053897,788.211
47.2881573,11.4053961,787.917
47.2881629,11.4054032,787.733
47.2881672,11.4054117,787.32
47.2881712,11.4054184,787.01
47.2881746,11.4054237,786.911
47.2881786,11.4054289,786.673
47.2881837,11.4054403,786.262
